CTY_CODE,CTY_NAME,I_ENDUSE,I_ENDUSE_LDESC,GEN_VAL_MO,CON_VAL_MO,AIR_WGT_MO,CNT_WGT_MO,VES_WGT_MO,I_ENDUSE,time
4279,FRANCE,00010,COCOA BEANS,26139,26139,0,3076,3076,00010,2022-05
7470,SIERRA LEONE,00010,COCOA BEANS,0,0,0,0,0,00010,2022-05
7480,COTE D'IVOIRE,00010,COCOA BEANS,69450434,69450434,0,4474603,30437788,00010,2022-05
7490,GHANA,00010,COCOA BEANS,17989584,17989584,0,8376845,8376845,00010,2022-05
7520,TOGO,00010,COCOA BEANS,250290,250290,0,104040,104040,00010,2022-05
7530,NIGERIA,00010,COCOA BEANS,3856732,3856732,0,1166317,1166317,00010,2022-05
7660,DEMOCRATIC REPUBLIC OF THE CONGO,00010,COCOA BEANS,3393674,3393674,0,1217069,1217069,00010,2022-05
7780,UGANDA,00010,COCOA BEANS,0,0,0,0,0,00010,2022-05
4419,SWITZERLAND,00010,COCOA BEANS,5773,5773,0,496,496,00010,2022-05
4890,TURKEY,00010,COCOA BEANS,0,0,0,0,0,00010,2022-05
-,TOTAL FOR ALL COUNTRIES,00010,COCOA BEANS,124997966,124997966,3051,27122904,53086089,00010,2022-05
0003,EUROPEAN UNION,00010,COCOA BEANS,408519,408519,0,65776,65776,00010,2022-05
1XXX,NORTH AMERICA,00010,COCOA BEANS,5593,5593,0,0,0,00010,2022-05
4XXX,EUROPE,00010,COCOA BEANS,414292,414292,0,66272,66272,00010,2022-05
7XXX,AFRICA,00010,COCOA BEANS,95135834,95135834,0,15389887,41353072,00010,2022-05
0014,PACIFIC RIM COUNTRIES,00010,COCOA BEANS,1395040,1395040,0,538202,538202,00010,2022-05
5XXX,ASIA,00010,COCOA BEANS,229915,229915,0,35282,35282,00010,2022-05
0017,CAFTA-DR,00010,COCOA BEANS,6077800,6077800,0,2157785,2157785,00010,2022-05
6XXX,AUSTRALIA AND OCEANIA,00010,COCOA BEANS,1165125,1165125,0,502920,502920,00010,2022-05
0020,USMCA (NAFTA),00010,COCOA BEANS,5593,5593,0,0,0,00010,2022-05
0021,TWENTY LATIN AMERICAN REPUBLICS,00010,COCOA BEANS,27911535,27911535,3015,11101978,11101978,00010,2022-05
0022,OECD,00010,COCOA BEANS,419885,419885,0,66272,66272,00010,2022-05
0023,NATO,00010,COCOA BEANS,408519,408519,0,65776,65776,00010,2022-05
0024,LAFTA,00010,COCOA BEANS,21486380,21486380,3015,8792303,8792303,00010,2022-05
0025,EURO AREA,00010,COCOA BEANS,408519,408519,0,65776,65776,00010,2022-05
0026,APEC,00010,COCOA BEANS,2627034,2627034,0,900624,900624,00010,2022-05
0027,ASEAN,00010,COCOA BEANS,229915,229915,0,35282,35282,00010,2022-05
0028,CACM,00010,COCOA BEANS,134341,134341,0,44241,44241,00010,2022-05
2010,MEXICO,00010,COCOA BEANS,5593,5593,0,0,0,00010,2022-05
2050,GUATEMALA,00010,COCOA BEANS,37260,37260,0,6917,6917,00010,2022-05
2080,BELIZE,00010,COCOA BEANS,139150,139150,0,26565,26565,00010,2022-05
2110,EL SALVADOR,00010,COCOA BEANS,2430,2430,0,623,623,00010,2022-05
2150,HONDURAS,00010,COCOA BEANS,18916,18916,0,4965,4965,00010,2022-05
2190,NICARAGUA,00010,COCOA BEANS,55660,55660,0,27514,27514,00010,2022-05
2230,COSTA RICA,00010,COCOA BEANS,20075,20075,0,4222,4222,00010,2022-05
2450,HAITI,00010,COCOA BEANS,347355,347355,0,151890,151890,00010,2022-05
2470,DOMINICAN REPUBLIC,00010,COCOA BEANS,5943459,5943459,0,2113544,2113544,00010,2022-05
7830,TANZANIA,00010,COCOA BEANS,195120,195120,0,51013,51013,00010,2022-05
7880,MADAGASCAR,00010,COCOA BEANS,0,0,0,0,0,00010,2022-05
2XXX,CENTRAL AMERICA,00010,COCOA BEANS,6566420,6566420,36,2336240,2336240,00010,2022-05
3XXX,SOUTH AMERICA,00010,COCOA BEANS,21480787,21480787,3015,8792303,8792303,00010,2022-05
5490,THAILAND,00010,COCOA BEANS,0,0,0,0,0,00010,2022-06
5520,VIETNAM,00010,COCOA BEANS,2275,2275,0,116,116,00010,2022-06
5600,INDONESIA,00010,COCOA BEANS,1106714,1106714,0,131157,131157,00010,2022-06
5650,PHILIPPINES,00010,COCOA BEANS,0,0,0,0,0,00010,2022-06
6040,PAPUA NEW GUINEA,00010,COCOA BEANS,1234230,1234230,0,494820,494820,00010,2022-06
2489,GRENADA,00010,COCOA BEANS,0,0,0,0,0,00010,2022-06
2740,TRINIDAD AND TOBAGO,00010,COCOA BEANS,0,0,0,0,0,00010,2022-06
3010,COLOMBIA,00010,COCOA BEANS,125648,125648,0,40239,40239,00010,2022-06
3070,VENEZUELA,00010,COCOA BEANS,185148,185148,0,105084,105084,00010,2022-06
3310,ECUADOR,00010,COCOA BEANS,12811832,12811832,2349,5266757,5266757,00010,2022-06
3330,PERU,00010,COCOA BEANS,561811,561811,0,151993,152950,00010,2022-06
3510,BRAZIL,00010,COCOA BEANS,277620,277620,0,102240,102240,00010,2022-06
4210,NETHERLANDS,00010,COCOA BEANS,637300,637300,0,104500,104500,00010,2022-06
4231,BELGIUM,00010,COCOA BEANS,0,0,0,0,0,00010,2022-06
4279,FRANCE,00010,COCOA BEANS,31732,31732,0,3745,3745,00010,2022-06
7470,SIERRA LEONE,00010,COCOA BEANS,0,0,0,0,0,00010,2022-06
7480,COTE D'IVOIRE,00010,COCOA BEANS,75921548,75921548,0,13110776,31106368,00010,2022-06
7490,GHANA,00010,COCOA BEANS,14632091,14632091,0,7908509,7908509,00010,2022-06
7520,TOGO,00010,COCOA BEANS,0,0,0,0,0,00010,2022-06
7530,NIGERIA,00010,COCOA BEANS,1106893,1106893,0,255410,255410,00010,2022-06
7660,DEMOCRATIC REPUBLIC OF THE CONGO,00010,COCOA BEANS,6209068,6209068,0,2227992,2227992,00010,2022-06
7780,UGANDA,00010,COCOA BEANS,112500,112500,0,25400,25400,00010,2022-06
4419,SWITZERLAND,00010,COCOA BEANS,3049,3049,0,304,304,00010,2022-06
4890,TURKEY,00010,COCOA BEANS,0,0,0,0,0,00010,2022-06
-,TOTAL FOR ALL COUNTRIES,00010,COCOA BEANS,124187173,124187173,2870,33136627,51133176,00010,2022-06
0003,EUROPEAN UNION,00010,COCOA BEANS,669032,669032,0,108245,108245,00010,2022-06
1XXX,NORTH AMERICA,00010,COCOA BEANS,11491,11491,0,0,0,00010,2022-06
4XXX,EUROPE,00010,COCOA BEANS,672081,672081,0,108549,108549,00010,2022-06
7XXX,AFRICA,00010,COCOA BEANS,98192100,98192100,0,23578822,41574414,00010,2022-06
0014,PACIFIC RIM COUNTRIES,00010,COCOA BEANS,2340944,2340944,0,625977,625977,00010,2022-06
5XXX,ASIA,00010,COCOA BEANS,1108989,1108989,0,131273,131273,00010,2022-06
0017,CAFTA-DR,00010,COCOA BEANS,8602821,8602821,521,2978500,2978500,00010,2022-06
6XXX,AUSTRALIA AND OCEANIA,00010,COCOA BEANS,1234230,1234230,0,494820,494820,00010,2022-06
0020,USMCA (NAFTA),00010,COCOA BEANS,11491,11491,0,0,0,00010,2022-06
0021,TWENTY LATIN AMERICAN REPUBLICS,00010,COCOA BEANS,22979773,22979773,2870,8823163,8824120,00010,2022-06
0022,OECD,00010,COCOA BEANS,683572,683572,0,108549,108549,00010,2022-06
0023,NATO,00010,COCOA BEANS,669032,669032,0,108245,108245,00010,2022-06
0024,LAFTA,00010,COCOA BEANS,13973550,13973550,2349,5666313,5667270,00010,2022-06
0025,EURO AREA,00010,COCOA BEANS,669032,669032,0,108245,108245,00010,2022-06
0026,APEC,00010,COCOA BEANS,2916521,2916521,0,778086,779043,00010,2022-06
0027,ASEAN,00010,COCOA BEANS,1108989,1108989,0,131273,131273,00010,2022-06
0028,CACM,00010,COCOA BEANS,18360,18360,521,4584,4584,00010,2022-06
2010,MEXICO,00010,COCOA BEANS,11491,11491,0,0,0,00010,2022-06
2050,GUATEMALA,00010,COCOA BEANS,2160,2160,0,804,804,00010,2022-06
2080,BELIZE,00010,COCOA BEANS,0,0,0,0,0,00010,2022-06
2110,EL SALVADOR,00010,COCOA BEANS,0,0,0,0,0,00010,2022-06
2150,HONDURAS,00010,COCOA BEANS,0,0,0,0,0,00010,2022-06
2190,NICARAGUA,00010,COCOA BEANS,11700,11700,0,3780,3780,00010,2022-06
2230,COSTA RICA,00010,COCOA BEANS,4500,4500,521,0,0,00010,2022-06
2450,HAITI,00010,COCOA BEANS,403402,403402,0,178350,178350,00010,2022-06
2470,DOMINICAN REPUBLIC,00010,COCOA BEANS,8584461,8584461,0,2973916,2973916,00010,2022-06
7830,TANZANIA,00010,COCOA BEANS,210000,210000,0,50735,50735,00010,2022-06
7880,MADAGASCAR,00010,COCOA BEANS,0,0,0,0,0,00010,2022-06
2XXX,CENTRAL AMERICA,00010,COCOA BEANS,9006223,9006223,521,3156850,3156850,00010,2022-06
3XXX,SOUTH AMERICA,00010,COCOA BEANS,13962059,13962059,2349,5666313,5667270,00010,2022-06
5490,THAILAND,00010,COCOA BEANS,0,0,0,0,0,00010,2022-07
5520,VIETNAM,00010,COCOA BEANS,0,0,0,0,0,00010,2022-07
5570,MALAYSIA,00010,COCOA BEANS,392377,392377,0,105000,105000,00010,2022-07
5600,INDONESIA,00010,COCOA BEANS,0,0,0,0,0,00010,2022-07
5650,PHILIPPINES,00010,COCOA BEANS,0,0,0,0,0,00010,2022-07
6040,PAPUA NEW GUINEA,00010,COCOA BEANS,726000,726000,0,301920,301920,00010,2022-07
2489,GRENADA,00010,COCOA BEANS,0,0,0,0,0,00010,2022-07
2740,TRINIDAD AND TOBAGO,00010,COCOA BEANS,0,0,0,0,0,00010,2022-07
3010,COLOMBIA,00010,COCOA BEANS,211045,211045,0,78400,78400,00010,2022-07
3070,VENEZUELA,00010,COCOA BEANS,536462,536462,0,264222,264222,00010,2022-07
3310,ECUADOR,00010,COCOA BEANS,11507827,11507827,0,4913518,4913518,00010,2022-07
3330,PERU,00010,COCOA BEANS,675802,675802,0,271122,271122,00010,2022-07
3510,BRAZIL,00010,COCOA BEANS,4320,4320,996,0,0,00010,2022-07
4210,NETHERLANDS,00010,COCOA BEANS,382380,382380,0,62700,62700,00010,2022-07
4231,BELGIUM,00010,COCOA BEANS,64813,64813,0,12374,12374,00010,2022-07
4279,FRANCE,00010,COCOA BEANS,6990,6990,0,646,646,00010,2022-07
4280,GERMANY,00010,COCOA BEANS,19970,19970,0,3015,3015,00010,2022-07
7470,SIERRA LEONE,00010,COCOA BEANS,0,0,0,0,0,00010,2022-07
7480,COTE D'IVOIRE,00010,COCOA BEANS,17875503,17875503,0,6955878,6955878,00010,2022-07
7490,GHANA,00010,COCOA BEANS,5543048,5543048,0,3435843,3435843,00010,2022-07
7520,TOGO,00010,COCOA BEANS,513039,513039,0,206420,206420,00010,2022-07
7530,NIGERIA,00010,COCOA BEANS,1158224,1158224,0,500940,500940,00010,2022-07
7630,CONGO,00010,COCOA BEANS,937392,937392,0,328250,328250,00010,2022-07
7660,DEMOCRATIC REPUBLIC OF THE CONGO,00010,COCOA BEANS,1896534,1896534,0,674301,674301,00010,2022-07
7780,UGANDA,00010,COCOA BEANS,88200,88200,0,26460,26460,00010,2022-07
4419,SWITZERLAND,00010,COCOA BEANS,45402,45402,0,3637,3637,00010,2022-07
4890,TURKEY,00010,COCOA BEANS,0,0,0,0,0,00010,2022-07
-,TOTAL FOR ALL COUNTRIES,00010,COCOA BEANS,48388381,48388381,1106,20027504,20027504,00010,2022-07
0003,EUROPEAN UNION,00010,COCOA BEANS,474153,474153,0,78735,78735,00010,2022-07
1XXX,NORTH AMERICA,00010,COCOA BEANS,6300,6300,0,0,0,00010,2022-07
4XXX,EUROPE,00010,COCOA BEANS,519555,519555,0,82372,82372,00010,2022-07
7XXX,AFRICA,00010,COCOA BEANS,28129907,28129907,0,12153517,12153517,00010,2022-07
0014,PACIFIC RIM COUNTRIES,00010,COCOA BEANS,1118377,1118377,0,406920,406920,00010,2022-07
5XXX,ASIA,00010,COCOA BEANS,392377,392377,0,105000,105000,00010,2022-07
0017,CAFTA-DR,00010,COCOA BEANS,5506458,5506458,0,1815092,1815092,00010,2022-07
6XXX,AUSTRALIA AND OCEANIA,00010,COCOA BEANS,726000,726000,0,301920,301920,00010,2022-07
0020,USMCA (NAFTA),00010,COCOA BEANS,6300,6300,0,0,0,00010,2022-07
0021,TWENTY LATIN AMERICAN REPUBLICS,00010,COCOA BEANS,18537354,18537354,1106,7368814,7368814,00010,2022-07
0022,OECD,00010,COCOA BEANS,525855,525855,0,82372,82372,00010,2022-07
0023,NATO,00010,COCOA BEANS,474153,474153,0,78735,78735,00010,2022-07
0024,LAFTA,00010,COCOA BEANS,12941756,12941756,996,5527262,5527262,00010,2022-07
0025,EURO AREA,00010,COCOA BEANS,474153,474153,0,78735,78735,00010,2022-07
0026,APEC,00010,COCOA BEANS,1800479,1800479,0,678042,678042,00010,2022-07
0027,ASEAN,00010,COCOA BEANS,392377,392377,0,105000,105000,00010,2022-07
0028,CACM,00010,COCOA BEANS,41480,41480,0,13496,13496,00010,2022-07
2010,MEXICO,00010,COCOA BEANS,6300,6300,0,0,0,00010,2022-07
2050,GUATEMALA,00010,COCOA BEANS,0,0,0,0,0,00010,2022-07
2080,BELIZE,00010,COCOA BEANS,83188,83188,0,15881,15881,00010,2022-07
2110,EL SALVADOR,00010,COCOA BEANS,5880,5880,0,1984,1984,00010,2022-07
2150,HONDURAS,00010,COCOA BEANS,0,0,0,0,0,00010,2022-07
2190,NICARAGUA,00010,COCOA BEANS,35600,35600,0,11512,11512,00010,2022-07
2230,COSTA RICA,00010,COCOA BEANS,0,0,0,0,0,00010,2022-07
2450,HAITI,00010,COCOA BEANS,89140,89140,110,26460,26460,00010,2022-07
2470,DOMINICAN REPUBLIC,00010,COCOA BEANS,5464978,5464978,0,1801596,1801596,00010,2022-07
7830,TANZANIA,00010,COCOA BEANS,48000,48000,0,12200,12200,00010,2022-07
7880,MADAGASCAR,00010,COCOA BEANS,69967,69967,0,13225,13225,00010,2022-07
2XXX,CENTRAL AMERICA,00010,COCOA BEANS,5678786,5678786,110,1857433,1857433,00010,2022-07
3XXX,SOUTH AMERICA,00010,COCOA BEANS,12935456,12935456,996,5527262,5527262,00010,2022-07
5490,THAILAND,00010,COCOA BEANS,5400,5400,0,850,850,00010,2022-08
5520,VIETNAM,00010,COCOA BEANS,0,0,0,0,0,00010,2022-08
5570,MALAYSIA,00010,COCOA BEANS,0,0,0,0,0,00010,2022-08
5600,INDONESIA,00010,COCOA BEANS,0,0,0,0,0,00010,2022-08
5650,PHILIPPINES,00010,COCOA BEANS,0,0,0,0,0,00010,2022-08
6040,PAPUA NEW GUINEA,00010,COCOA BEANS,827400,827400,0,343440,343440,00010,2022-08
2489,GRENADA,00010,COCOA BEANS,0,0,0,0,0,00010,2022-08
2740,TRINIDAD AND TOBAGO,00010,COCOA BEANS,57500,57500,0,10148,10148,00010,2022-08
3010,COLOMBIA,00010,COCOA BEANS,17707,17707,0,0,1680,00010,2022-08
3070,VENEZUELA,00010,COCOA BEANS,172526,172526,0,65720,65720,00010,2022-08
3310,ECUADOR,00010,COCOA BEANS,10086866,10086866,928,4260601,4260601,00010,2022-08
3330,PERU,00010,COCOA BEANS,1205714,1205714,0,475950,480062,00010,2022-08
3510,BRAZIL,00010,COCOA BEANS,0,0,0,0,0,00010,2022-08
4210,NETHERLANDS,00010,COCOA BEANS,6220,6220,0,814,814,00010,2022-08
4231,BELGIUM,00010,COCOA BEANS,279792,279792,0,50021,50021,00010,2022-08
4279,FRANCE,00010,COCOA BEANS,52299,52299,0,6370,6370,00010,2022-08
4280,GERMANY,00010,COCOA BEANS,0,0,0,0,0,00010,2022-08
7470,SIERRA LEONE,00010,COCOA BEANS,0,0,0,0,0,00010,2022-08
7480,COTE D'IVOIRE,00010,COCOA BEANS,15516377,15516377,0,6072921,6072921,00010,2022-08
7490,GHANA,00010,COCOA BEANS,10615192,10615192,0,4338169,4338169,00010,2022-08
7520,TOGO,00010,COCOA BEANS,0,0,0,0,0,00010,2022-08
7530,NIGERIA,00010,COCOA BEANS,0,0,0,0,0,00010,2022-08
7630,CONGO,00010,COCOA BEANS,510954,510954,0,176750,176750,00010,2022-08
7660,DEMOCRATIC REPUBLIC OF THE CONGO,00010,COCOA BEANS,143638,143638,0,50280,50280,00010,2022-08
7780,UGANDA,00010,COCOA BEANS,169313,169313,0,39375,39375,00010,2022-08
4419,SWITZERLAND,00010,COCOA BEANS,30577,30577,0,2391,2391,00010,2022-08
4890,TURKEY,00010,COCOA BEANS,0,0,0,0,0,00010,2022-08
-,TOTAL FOR ALL COUNTRIES,00010,COCOA BEANS,45888951,45888951,928,18089195,18094987,00010,2022-08
0003,EUROPEAN UNION,00010,COCOA BEANS,338311,338311,0,57205,57205,00010,2022-08
1XXX,NORTH AMERICA,00010,COCOA BEANS,0,0,0,0,0,00010,2022-08
4XXX,EUROPE,00010,COCOA BEANS,368888,368888,0,59596,59596,00010,2022-08
7XXX,AFRICA,00010,COCOA BEANS,27196374,27196374,0,10775235,10775235,00010,2022-08
0014,PACIFIC RIM COUNTRIES,00010,COCOA BEANS,827400,827400,0,343440,343440,00010,2022-08
5XXX,ASIA,00010,COCOA BEANS,5400,5400,0,850,850,00010,2022-08
0017,CAFTA-DR,00010,COCOA BEANS,5605942,5605942,0,1967073,1967073,00010,2022-08
6XXX,AUSTRALIA AND OCEANIA,00010,COCOA BEANS,827400,827400,0,343440,343440,00010,2022-08
0020,USMCA (NAFTA),00010,COCOA BEANS,0,0,0,0,0,00010,2022-08
0021,TWENTY LATIN AMERICAN REPUBLICS,00010,COCOA BEANS,17433389,17433389,928,6899926,6905718,00010,2022-08
0022,OECD,00010,COCOA BEANS,368888,368888,0,59596,59596,00010,2022-08
0023,NATO,00010,COCOA BEANS,338311,338311,0,57205,57205,00010,2022-08
0024,LAFTA,00010,COCOA BEANS,11482813,11482813,928,4802271,4808063,00010,2022-08
0025,EURO AREA,00010,COCOA BEANS,338311,338311,0,57205,57205,00010,2022-08
0026,APEC,00010,COCOA BEANS,2038514,2038514,0,820240,824352,00010,2022-08
0027,ASEAN,00010,COCOA BEANS,5400,5400,0,850,850,00010,2022-08
0028,CACM,00010,COCOA BEANS,3837,3837,0,3615,3615,00010,2022-08
2010,MEXICO,00010,COCOA BEANS,0,0,0,0,0,00010,2022-08
2050,GUATEMALA,00010,COCOA BEANS,0,0,0,0,0,00010,2022-08
2080,BELIZE,00010,COCOA BEANS,0,0,0,0,0,00010,2022-08
2110,EL SALVADOR,00010,COCOA BEANS,3837,3837,0,3615,3615,00010,2022-08
2150,HONDURAS,00010,COCOA BEANS,0,0,0,0,0,00010,2022-08
2190,NICARAGUA,00010,COCOA BEANS,0,0,0,0,0,00010,2022-08
2230,COSTA RICA,00010,COCOA BEANS,0,0,0,0,0,00010,2022-08
2450,HAITI,00010,COCOA BEANS,344634,344634,0,130582,130582,00010,2022-08
2470,DOMINICAN REPUBLIC,00010,COCOA BEANS,5602105,5602105,0,1963458,1963458,00010,2022-08
7830,TANZANIA,00010,COCOA BEANS,240900,240900,0,97740,97740,00010,2022-08
7880,MADAGASCAR,00010,COCOA BEANS,0,0,0,0,0,00010,2022-08
2XXX,CENTRAL AMERICA,00010,COCOA BEANS,6008076,6008076,0,2107803,2107803,00010,2022-08
3XXX,SOUTH AMERICA,00010,COCOA BEANS,11482813,11482813,928,4802271,4808063,00010,2022-08
5490,THAILAND,00010,COCOA BEANS,0,0,0,0,0,00010,2022-09
5520,VIETNAM,00010,COCOA BEANS,0,0,0,0,0,00010,2022-09
5570,MALAYSIA,00010,COCOA BEANS,0,0,0,0,0,00010,2022-09
5600,INDONESIA,00010,COCOA BEANS,0,0,0,0,0,00010,2022-09
5650,PHILIPPINES,00010,COCOA BEANS,0,0,0,0,0,00010,2022-09
6040,PAPUA NEW GUINEA,00010,COCOA BEANS,2212250,2212250,0,985540,985540,00010,2022-09
2489,GRENADA,00010,COCOA BEANS,0,0,0,0,0,00010,2022-09
2740,TRINIDAD AND TOBAGO,00010,COCOA BEANS,0,0,0,0,0,00010,2022-09
3010,COLOMBIA,00010,COCOA BEANS,69957,69957,176,13208,13208,00010,2022-09
3070,VENEZUELA,00010,COCOA BEANS,277722,277722,0,157626,157626,00010,2022-09
3310,ECUADOR,00010,COCOA BEANS,7620761,7620761,1100,3089357,3089357,00010,2022-09
3330,PERU,00010,COCOA BEANS,1269257,1269257,0,506678,506678,00010,2022-09
3510,BRAZIL,00010,COCOA BEANS,0,0,0,0,0,00010,2022-09
4210,NETHERLANDS,00010,COCOA BEANS,0,0,0,0,0,00010,2022-09
4231,BELGIUM,00010,COCOA BEANS,0,0,0,0,0,00010,2022-09
4279,FRANCE,00010,COCOA BEANS,52382,52382,0,5500,5500,00010,2022-09
4280,GERMANY,00010,COCOA BEANS,0,0,0,0,0,00010,2022-09
6863,FIJI,00010,COCOA BEANS,5000,5000,500,0,0,00010,2022-09
7470,SIERRA LEONE,00010,COCOA BEANS,0,0,0,0,0,00010,2022-09
7480,COTE D'IVOIRE,00010,COCOA BEANS,14742590,14742590,0,5760432,5760432,00010,2022-09
7490,GHANA,00010,COCOA BEANS,9535212,9535212,0,6419250,6419250,00010,2022-09
7520,TOGO,00010,COCOA BEANS,0,0,0,0,0,00010,2022-09
7530,NIGERIA,00010,COCOA BEANS,0,0,0,0,0,00010,2022-09
7630,CONGO,00010,COCOA BEANS,0,0,0,0,0,00010,2022-09
7660,DEMOCRATIC REPUBLIC OF THE CONGO,00010,COCOA BEANS,3182169,3182169,0,1191788,1191788,00010,2022-09
7780,UGANDA,00010,COCOA BEANS,0,0,0,0,0,00010,2022-09
4419,SWITZERLAND,00010,COCOA BEANS,17174,17174,0,1353,1353,00010,2022-09
4890,TURKEY,00010,COCOA BEANS,0,0,0,0,0,00010,2022-09
-,TOTAL FOR ALL COUNTRIES,00010,COCOA BEANS,42780973,42780973,2222,19466573,19466573,00010,2022-09
0003,EUROPEAN UNION,00010,COCOA BEANS,52382,52382,0,5500,5500,00010,2022-09
1XXX,NORTH AMERICA,00010,COCOA BEANS,13342,13342,0,0,0,00010,2022-09
4XXX,EUROPE,00010,COCOA BEANS,69556,69556,0,6853,6853,00010,2022-09
7XXX,AFRICA,00010,COCOA BEANS,27527153,27527153,0,13384700,13384700,00010,2022-09
0014,PACIFIC RIM COUNTRIES,00010,COCOA BEANS,2212250,2212250,0,985540,985540,00010,2022-09
5XXX,ASIA,00010,COCOA BEANS,0,0,0,0,0,00010,2022-09
0017,CAFTA-DR,00010,COCOA BEANS,3658500,3658500,446,1311638,1311638,00010,2022-09
6XXX,AUSTRALIA AND OCEANIA,00010,COCOA BEANS,2217250,2217250,500,985540,985540,00010,2022-09
0020,USMCA (NAFTA),00010,COCOA BEANS,13342,13342,0,0,0,00010,2022-09
0021,TWENTY LATIN AMERICAN REPUBLICS,00010,COCOA BEANS,12909539,12909539,1722,5078507,5078507,00010,2022-09
0022,OECD,00010,COCOA BEANS,82898,82898,0,6853,6853,00010,2022-09
0023,NATO,00010,COCOA BEANS,52382,52382,0,5500,5500,00010,2022-09
0024,LAFTA,00010,COCOA BEANS,9251039,9251039,1276,3766869,3766869,00010,2022-09
0025,EURO AREA,00010,COCOA BEANS,52382,52382,0,5500,5500,00010,2022-09
0026,APEC,00010,COCOA BEANS,3494849,3494849,0,1492218,1492218,00010,2022-09
0027,ASEAN,00010,COCOA BEANS,0,0,0,0,0,00010,2022-09
0028,CACM,00010,COCOA BEANS,161551,161551,446,30633,30633,00010,2022-09
2010,MEXICO,00010,COCOA BEANS,13342,13342,0,0,0,00010,2022-09
2050,GUATEMALA,00010,COCOA BEANS,75762,75762,0,14213,14213,00010,2022-09
2080,BELIZE,00010,COCOA BEANS,57475,57475,0,10973,10973,00010,2022-09
2110,EL SALVADOR,00010,COCOA BEANS,0,0,0,0,0,00010,2022-09
2150,HONDURAS,00010,COCOA BEANS,0,0,0,0,0,00010,2022-09
2190,NICARAGUA,00010,COCOA BEANS,82271,82271,0,16420,16420,00010,2022-09
2230,COSTA RICA,00010,COCOA BEANS,3518,3518,446,0,0,00010,2022-09
2450,HAITI,00010,COCOA BEANS,0,0,0,0,0,00010,2022-09
2470,DOMINICAN REPUBLIC,00010,COCOA BEANS,3496949,3496949,0,1281005,1281005,00010,2022-09
7830,TANZANIA,00010,COCOA BEANS,0,0,0,0,0,00010,2022-09
7880,MADAGASCAR,00010,COCOA BEANS,67182,67182,0,13230,13230,00010,2022-09
2XXX,CENTRAL AMERICA,00010,COCOA BEANS,3715975,3715975,446,1322611,1322611,00010,2022-09
3XXX,SOUTH AMERICA,00010,COCOA BEANS,9237697,9237697,1276,3766869,3766869,00010,2022-09
5490,THAILAND,00010,COCOA BEANS,0,0,0,0,0,00010,2022-10
5520,VIETNAM,00010,COCOA BEANS,31000,31000,0,5200,5200,00010,2022-10
5570,MALAYSIA,00010,COCOA BEANS,0,0,0,0,0,00010,2022-10
5600,INDONESIA,00010,COCOA BEANS,0,0,0,0,0,00010,2022-10
5650,PHILIPPINES,00010,COCOA BEANS,0,0,0,0,0,00010,2022-10
6040,PAPUA NEW GUINEA,00010,COCOA BEANS,2619160,2619160,0,1153080,1153080,00010,2022-10
2489,GRENADA,00010,COCOA BEANS,0,0,0,0,0,00010,2022-10
2740,TRINIDAD AND TOBAGO,00010,COCOA BEANS,0,0,0,0,0,00010,2022-10
3010,COLOMBIA,00010,COCOA BEANS,62118,62118,0,8771,8771,00010,2022-10
3070,VENEZUELA,00010,COCOA BEANS,92574,92574,0,52542,52542,00010,2022-10
3310,ECUADOR,00010,COCOA BEANS,16222490,16222490,4524,7115818,7115818,00010,2022-10
3330,PERU,00010,COCOA BEANS,1586876,1586876,1038,551265,551265,00010,2022-10
3510,BRAZIL,00010,COCOA BEANS,4320,4320,0,0,1000,00010,2022-10
4210,NETHERLANDS,00010,COCOA BEANS,0,0,0,0,0,00010,2022-10
4231,BELGIUM,00010,COCOA BEANS,0,0,0,0,0,00010,2022-10
4279,FRANCE,00010,COCOA BEANS,35110,35110,0,3675,3675,00010,2022-10
4280,GERMANY,00010,COCOA BEANS,0,0,0,0,0,00010,2022-10
6863,FIJI,00010,COCOA BEANS,0,0,0,0,0,00010,2022-10
7470,SIERRA LEONE,00010,COCOA BEANS,0,0,0,0,0,00010,2022-10
7480,COTE D'IVOIRE,00010,COCOA BEANS,8571656,8571656,0,3297249,3424019,00010,2022-10
7490,GHANA,00010,COCOA BEANS,8106584,8106584,0,4165243,4165243,00010,2022-10
7520,TOGO,00010,COCOA BEANS,0,0,0,0,0,00010,2022-10
7530,NIGERIA,00010,COCOA BEANS,0,0,0,0,0,00010,2022-10
7630,CONGO,00010,COCOA BEANS,0,0,0,0,0,00010,2022-10
7660,DEMOCRATIC REPUBLIC OF THE CONGO,00010,COCOA BEANS,910153,910153,0,349567,349567,00010,2022-10
7780,UGANDA,00010,COCOA BEANS,0,0,0,0,0,00010,2022-10
4419,SWITZERLAND,00010,COCOA BEANS,10116,10116,0,893,893,00010,2022-10
4890,TURKEY,00010,COCOA BEANS,0,0,0,0,0,00010,2022-10
-,TOTAL FOR ALL COUNTRIES,00010,COCOA BEANS,42653492,42653492,5562,18316711,18444481,00010,2022-10
0003,EUROPEAN UNION,00010,COCOA BEANS,35110,35110,0,3675,3675,00010,2022-10
1XXX,NORTH AMERICA,00010,COCOA BEANS,40428,40428,0,0,0,00010,2022-10
4XXX,EUROPE,00010,COCOA BEANS,45226,45226,0,4568,4568,00010,2022-10
