CTY_CODE,CTY_NAME,I_ENDUSE,I_ENDUSE_LDESC,GEN_VAL_MO,CON_VAL_MO,AIR_WGT_MO,CNT_WGT_MO,VES_WGT_MO,I_ENDUSE,time
-,TOTAL FOR ALL COUNTRIES,00010,COCOA BEANS,139251479,139251479,5039,25364734,59456853,00010,2021-02
0003,EUROPEAN UNION,00010,COCOA BEANS,122620,122620,0,21672,21672,00010,2021-02
1XXX,NORTH AMERICA,00010,COCOA BEANS,13950,13950,0,0,0,00010,2021-02
4XXX,EUROPE,00010,COCOA BEANS,135089,135089,0,22663,22663,00010,2021-02
7XXX,AFRICA,00010,COCOA BEANS,115487705,115487705,0,16092111,50184230,00010,2021-02
0014,PACIFIC RIM COUNTRIES,00010,COCOA BEANS,2182120,2182120,0,899675,899675,00010,2021-02
5XXX,ASIA,00010,COCOA BEANS,31005,31005,0,5491,5491,00010,2021-02
0017,CAFTA-DR,00010,COCOA BEANS,1736849,1736849,0,628901,628901,00010,2021-02
6XXX,AUSTRALIA AND OCEANIA,00010,COCOA BEANS,2182120,2182120,0,899675,899675,00010,2021-02
0020,USMCA (NAFTA),00010,COCOA BEANS,13950,13950,0,0,0,00010,2021-02
0021,TWENTY LATIN AMERICAN REPUBLICS,00010,COCOA BEANS,21304664,21304664,5039,8322294,8322294,00010,2021-02
0022,OECD,00010,COCOA BEANS,149039,149039,0,22663,22663,00010,2021-02
0023,NATO,00010,COCOA BEANS,122620,122620,0,21672,21672,00010,2021-02
0024,LAFTA,00010,COCOA BEANS,19567815,19567815,5039,7693393,7693393,00010,2021-02
0025,EURO AREA,00010,COCOA BEANS,122620,122620,0,21672,21672,00010,2021-02
0026,APEC,00010,COCOA BEANS,3139788,3139788,0,1202174,1202174,00010,2021-02
0027,ASEAN,00010,COCOA BEANS,31005,31005,0,5491,5491,00010,2021-02
0028,CACM,00010,COCOA BEANS,76676,76676,0,19839,19839,00010,2021-02
2010,MEXICO,00010,COCOA BEANS,13950,13950,0,0,0,00010,2021-02
2050,GUATEMALA,00010,COCOA BEANS,2426,2426,0,156,156,00010,2021-02
2080,BELIZE,00010,COCOA BEANS,44646,44646,0,10000,10000,00010,2021-02
2150,HONDURAS,00010,COCOA BEANS,0,0,0,0,0,00010,2021-02
2190,NICARAGUA,00010,COCOA BEANS,74250,74250,0,19683,19683,00010,2021-02
2230,COSTA RICA,00010,COCOA BEANS,0,0,0,0,0,00010,2021-02
2450,HAITI,00010,COCOA BEANS,0,0,0,0,0,00010,2021-02
2470,DOMINICAN REPUBLIC,00010,COCOA BEANS,1660173,1660173,0,609062,609062,00010,2021-02
7830,TANZANIA,00010,COCOA BEANS,65270,65270,0,13061,13061,00010,2021-02
7880,MADAGASCAR,00010,COCOA BEANS,0,0,0,0,0,00010,2021-02
2XXX,CENTRAL AMERICA,00010,COCOA BEANS,1847745,1847745,0,651401,651401,00010,2021-02
3XXX,SOUTH AMERICA,00010,COCOA BEANS,19553865,19553865,5039,7693393,7693393,00010,2021-02
5520,VIETNAM,00010,COCOA BEANS,0,0,0,0,0,00010,2021-03
5600,INDONESIA,00010,COCOA BEANS,0,0,0,0,0,00010,2021-03
6040,PAPUA NEW GUINEA,00010,COCOA BEANS,1150530,1150530,0,487680,487680,00010,2021-03
2740,TRINIDAD AND TOBAGO,00010,COCOA BEANS,0,0,0,0,0,00010,2021-03
3010,COLOMBIA,00010,COCOA BEANS,0,0,0,0,0,00010,2021-03
3070,VENEZUELA,00010,COCOA BEANS,1758510,1758510,0,741602,741602,00010,2021-03
3310,ECUADOR,00010,COCOA BEANS,31283481,31283481,4618,12205413,12205413,00010,2021-03
3330,PERU,00010,COCOA BEANS,3095017,3095017,12267,1050093,1050093,00010,2021-03
3510,BRAZIL,00010,COCOA BEANS,0,0,0,0,0,00010,2021-03
4210,NETHERLANDS,00010,COCOA BEANS,11423,11423,0,0,0,00010,2021-03
4279,FRANCE,00010,COCOA BEANS,20634,20634,0,1875,1875,00010,2021-03
6863,FIJI,00010,COCOA BEANS,5000,5000,0,520,520,00010,2021-03
7420,CAMEROON,00010,COCOA BEANS,2597968,2597968,0,1034128,1034128,00010,2021-03
7480,COTE D'IVOIRE,00010,COCOA BEANS,181726756,181726756,0,13884375,66332488,00010,2021-03
7490,GHANA,00010,COCOA BEANS,38858942,38858942,0,11658309,16738309,00010,2021-03
7530,NIGERIA,00010,COCOA BEANS,9552064,9552064,0,3874277,3874277,00010,2021-03
7630,CONGO,00010,COCOA BEANS,291359,291359,0,101646,101646,00010,2021-03
7660,DEMOCRATIC REPUBLIC OF THE CONGO,00010,COCOA BEANS,1335083,1335083,0,482346,482346,00010,2021-03
7780,UGANDA,00010,COCOA BEANS,56250,56250,0,12700,12700,00010,2021-03
4419,SWITZERLAND,00010,COCOA BEANS,23877,23877,197,1872,1872,00010,2021-03
4890,TURKEY,00010,COCOA BEANS,0,0,0,0,0,00010,2021-03
-,TOTAL FOR ALL COUNTRIES,00010,COCOA BEANS,275882632,275882632,17082,47012199,104540312,00010,2021-03
0003,EUROPEAN UNION,00010,COCOA BEANS,32057,32057,0,1875,1875,00010,2021-03
1XXX,NORTH AMERICA,00010,COCOA BEANS,0,0,0,0,0,00010,2021-03
4XXX,EUROPE,00010,COCOA BEANS,55934,55934,197,3747,3747,00010,2021-03
7XXX,AFRICA,00010,COCOA BEANS,234493422,234493422,0,31063156,88591269,00010,2021-03
0014,PACIFIC RIM COUNTRIES,00010,COCOA BEANS,1150530,1150530,0,487680,487680,00010,2021-03
5XXX,ASIA,00010,COCOA BEANS,0,0,0,0,0,00010,2021-03
0017,CAFTA-DR,00010,COCOA BEANS,3997268,3997268,0,1447365,1447365,00010,2021-03
6XXX,AUSTRALIA AND OCEANIA,00010,COCOA BEANS,1155530,1155530,0,488200,488200,00010,2021-03
0020,USMCA (NAFTA),00010,COCOA BEANS,0,0,0,0,0,00010,2021-03
0021,TWENTY LATIN AMERICAN REPUBLICS,00010,COCOA BEANS,40177746,40177746,16885,15457096,15457096,00010,2021-03
0022,OECD,00010,COCOA BEANS,55934,55934,197,3747,3747,00010,2021-03
0023,NATO,00010,COCOA BEANS,32057,32057,0,1875,1875,00010,2021-03
0024,LAFTA,00010,COCOA BEANS,36137008,36137008,16885,13997108,13997108,00010,2021-03
0025,EURO AREA,00010,COCOA BEANS,32057,32057,0,1875,1875,00010,2021-03
0026,APEC,00010,COCOA BEANS,4245547,4245547,12267,1537773,1537773,00010,2021-03
0027,ASEAN,00010,COCOA BEANS,0,0,0,0,0,00010,2021-03
0028,CACM,00010,COCOA BEANS,9472,9472,0,2519,2519,00010,2021-03
2010,MEXICO,00010,COCOA BEANS,0,0,0,0,0,00010,2021-03
2050,GUATEMALA,00010,COCOA BEANS,2436,2436,0,760,760,00010,2021-03
2080,BELIZE,00010,COCOA BEANS,0,0,0,0,0,00010,2021-03
2110,EL SALVADOR,00010,COCOA BEANS,7036,7036,0,1759,1759,00010,2021-03
2150,HONDURAS,00010,COCOA BEANS,0,0,0,0,0,00010,2021-03
2190,NICARAGUA,00010,COCOA BEANS,0,0,0,0,0,00010,2021-03
2230,COSTA RICA,00010,COCOA BEANS,0,0,0,0,0,00010,2021-03
2450,HAITI,00010,COCOA BEANS,43470,43470,0,12623,12623,00010,2021-03
2470,DOMINICAN REPUBLIC,00010,COCOA BEANS,3987796,3987796,0,1444846,1444846,00010,2021-03
7830,TANZANIA,00010,COCOA BEANS,75000,75000,0,15375,15375,00010,2021-03
7880,MADAGASCAR,00010,COCOA BEANS,0,0,0,0,0,00010,2021-03
2XXX,CENTRAL AMERICA,00010,COCOA BEANS,4040738,4040738,0,1459988,1459988,00010,2021-03
3XXX,SOUTH AMERICA,00010,COCOA BEANS,36137008,36137008,16885,13997108,13997108,00010,2021-03
5330,INDIA,00010,COCOA BEANS,44427,44427,0,7616,7616,00010,2021-04
5520,VIETNAM,00010,COCOA BEANS,0,0,0,0,0,00010,2021-04
5600,INDONESIA,00010,COCOA BEANS,0,0,0,0,0,00010,2021-04
6040,PAPUA NEW GUINEA,00010,COCOA BEANS,1697809,1697809,0,701040,701040,00010,2021-04
2489,GRENADA,00010,COCOA BEANS,3950,3950,1015,0,0,00010,2021-04
2740,TRINIDAD AND TOBAGO,00010,COCOA BEANS,3900,3900,136,0,0,00010,2021-04
3010,COLOMBIA,00010,COCOA BEANS,174054,174054,0,63927,63927,00010,2021-04
3070,VENEZUELA,00010,COCOA BEANS,1295235,1295235,0,636574,636574,00010,2021-04
3310,ECUADOR,00010,COCOA BEANS,14857431,14857431,1525,5866742,5866742,00010,2021-04
3330,PERU,00010,COCOA BEANS,2192132,2192132,0,715440,715440,00010,2021-04
3510,BRAZIL,00010,COCOA BEANS,0,0,0,0,0,00010,2021-04
4210,NETHERLANDS,00010,COCOA BEANS,11851,11851,0,0,0,00010,2021-04
4279,FRANCE,00010,COCOA BEANS,6990,6990,0,600,600,00010,2021-04
6863,FIJI,00010,COCOA BEANS,0,0,0,0,0,00010,2021-04
7420,CAMEROON,00010,COCOA BEANS,0,0,0,0,0,00010,2021-04
7480,COTE D'IVOIRE,00010,COCOA BEANS,112395246,112395246,0,8885148,50807303,00010,2021-04
7490,GHANA,00010,COCOA BEANS,23132008,23132008,0,11216239,11216239,00010,2021-04
7530,NIGERIA,00010,COCOA BEANS,19165456,19165456,0,2647974,8508406,00010,2021-04
7630,CONGO,00010,COCOA BEANS,284962,284962,0,100986,100986,00010,2021-04
7660,DEMOCRATIC REPUBLIC OF THE CONGO,00010,COCOA BEANS,757951,757951,0,279484,279484,00010,2021-04
7780,UGANDA,00010,COCOA BEANS,0,0,0,0,0,00010,2021-04
4419,SWITZERLAND,00010,COCOA BEANS,11683,11683,0,985,985,00010,2021-04
4890,TURKEY,00010,COCOA BEANS,3270,3270,0,600,600,00010,2021-04
-,TOTAL FOR ALL COUNTRIES,00010,COCOA BEANS,181148770,181148770,2676,32831679,80614266,00010,2021-04
0003,EUROPEAN UNION,00010,COCOA BEANS,18841,18841,0,600,600,00010,2021-04
1XXX,NORTH AMERICA,00010,COCOA BEANS,0,0,0,0,0,00010,2021-04
4XXX,EUROPE,00010,COCOA BEANS,33794,33794,0,2185,2185,00010,2021-04
7XXX,AFRICA,00010,COCOA BEANS,155949681,155949681,0,23205795,70988382,00010,2021-04
0014,PACIFIC RIM COUNTRIES,00010,COCOA BEANS,1697809,1697809,0,701040,701040,00010,2021-04
5XXX,ASIA,00010,COCOA BEANS,44427,44427,0,7616,7616,00010,2021-04
0017,CAFTA-DR,00010,COCOA BEANS,4896357,4896357,0,1632360,1632360,00010,2021-04
6XXX,AUSTRALIA AND OCEANIA,00010,COCOA BEANS,1697809,1697809,0,701040,701040,00010,2021-04
0020,USMCA (NAFTA),00010,COCOA BEANS,0,0,0,0,0,00010,2021-04
0021,TWENTY LATIN AMERICAN REPUBLICS,00010,COCOA BEANS,23415209,23415209,1525,8915043,8915043,00010,2021-04
0022,OECD,00010,COCOA BEANS,33794,33794,0,2185,2185,00010,2021-04
0023,NATO,00010,COCOA BEANS,22111,22111,0,1200,1200,00010,2021-04
0024,LAFTA,00010,COCOA BEANS,18518852,18518852,1525,7282683,7282683,00010,2021-04
0025,EURO AREA,00010,COCOA BEANS,18841,18841,0,600,600,00010,2021-04
0026,APEC,00010,COCOA BEANS,3889941,3889941,0,1416480,1416480,00010,2021-04
0027,ASEAN,00010,COCOA BEANS,0,0,0,0,0,00010,2021-04
0028,CACM,00010,COCOA BEANS,61704,61704,0,15914,15914,00010,2021-04
2010,MEXICO,00010,COCOA BEANS,0,0,0,0,0,00010,2021-04
2050,GUATEMALA,00010,COCOA BEANS,6750,6750,0,1534,1534,00010,2021-04
2080,BELIZE,00010,COCOA BEANS,0,0,0,0,0,00010,2021-04
2110,EL SALVADOR,00010,COCOA BEANS,2304,2304,0,1599,1599,00010,2021-04
2150,HONDURAS,00010,COCOA BEANS,0,0,0,0,0,00010,2021-04
2190,NICARAGUA,00010,COCOA BEANS,52650,52650,0,12781,12781,00010,2021-04
2230,COSTA RICA,00010,COCOA BEANS,0,0,0,0,0,00010,2021-04
2450,HAITI,00010,COCOA BEANS,0,0,0,0,0,00010,2021-04
2470,DOMINICAN REPUBLIC,00010,COCOA BEANS,4834653,4834653,0,1616446,1616446,00010,2021-04
7830,TANZANIA,00010,COCOA BEANS,214058,214058,0,75964,75964,00010,2021-04
7880,MADAGASCAR,00010,COCOA BEANS,0,0,0,0,0,00010,2021-04
2XXX,CENTRAL AMERICA,00010,COCOA BEANS,4904207,4904207,1151,1632360,1632360,00010,2021-04
3XXX,SOUTH AMERICA,00010,COCOA BEANS,18518852,18518852,1525,7282683,7282683,00010,2021-04
5330,INDIA,00010,COCOA BEANS,0,0,0,0,0,00010,2021-05
5520,VIETNAM,00010,COCOA BEANS,0,0,0,0,0,00010,2021-05
5600,INDONESIA,00010,COCOA BEANS,0,0,0,0,0,00010,2021-05
5650,PHILIPPINES,00010,COCOA BEANS,28000,28000,0,8000,8000,00010,2021-05
6040,PAPUA NEW GUINEA,00010,COCOA BEANS,1663545,1663545,0,685800,685800,00010,2021-05
2489,GRENADA,00010,COCOA BEANS,0,0,0,0,0,00010,2021-05
2740,TRINIDAD AND TOBAGO,00010,COCOA BEANS,0,0,0,0,0,00010,2021-05
3010,COLOMBIA,00010,COCOA BEANS,70440,70440,0,20234,20234,00010,2021-05
3070,VENEZUELA,00010,COCOA BEANS,0,0,0,0,0,00010,2021-05
3310,ECUADOR,00010,COCOA BEANS,16199110,16199110,1938,6560786,6560786,00010,2021-05
3330,PERU,00010,COCOA BEANS,728449,728449,0,203533,205434,00010,2021-05
3510,BRAZIL,00010,COCOA BEANS,0,0,0,0,0,00010,2021-05
4210,NETHERLANDS,00010,COCOA BEANS,2972,2972,0,0,0,00010,2021-05
4279,FRANCE,00010,COCOA BEANS,20970,20970,0,2138,2138,00010,2021-05
6863,FIJI,00010,COCOA BEANS,0,0,0,0,0,00010,2021-05
7420,CAMEROON,00010,COCOA BEANS,0,0,0,0,0,00010,2021-05
7480,COTE D'IVOIRE,00010,COCOA BEANS,59758087,59758087,0,5332262,41497364,00010,2021-05
7490,GHANA,00010,COCOA BEANS,23475127,23475127,0,11523785,11523785,00010,2021-05
7530,NIGERIA,00010,COCOA BEANS,4955467,4955467,0,1870216,1870216,00010,2021-05
7630,CONGO,00010,COCOA BEANS,1522629,1522629,0,557369,557369,00010,2021-05
7660,DEMOCRATIC REPUBLIC OF THE CONGO,00010,COCOA BEANS,422503,422503,0,151632,151632,00010,2021-05
7780,UGANDA,00010,COCOA BEANS,193707,193707,0,51813,51813,00010,2021-05
4419,SWITZERLAND,00010,COCOA BEANS,23949,23949,0,4221,4221,00010,2021-05
4890,TURKEY,00010,COCOA BEANS,0,0,0,0,0,00010,2021-05
-,TOTAL FOR ALL COUNTRIES,00010,COCOA BEANS,116906828,116906828,1938,29833081,66000084,00010,2021-05
0003,EUROPEAN UNION,00010,COCOA BEANS,23942,23942,0,2138,2138,00010,2021-05
1XXX,NORTH AMERICA,00010,COCOA BEANS,12466,12466,0,0,0,00010,2021-05
4XXX,EUROPE,00010,COCOA BEANS,47891,47891,0,6359,6359,00010,2021-05
7XXX,AFRICA,00010,COCOA BEANS,90474669,90474669,0,19526145,55691247,00010,2021-05
0014,PACIFIC RIM COUNTRIES,00010,COCOA BEANS,1691545,1691545,0,693800,693800,00010,2021-05
5XXX,ASIA,00010,COCOA BEANS,28000,28000,0,8000,8000,00010,2021-05
0017,CAFTA-DR,00010,COCOA BEANS,7211627,7211627,0,2598076,2598076,00010,2021-05
6XXX,AUSTRALIA AND OCEANIA,00010,COCOA BEANS,1663545,1663545,0,685800,685800,00010,2021-05
0020,USMCA (NAFTA),00010,COCOA BEANS,12466,12466,0,0,0,00010,2021-05
0021,TWENTY LATIN AMERICAN REPUBLICS,00010,COCOA BEANS,24692723,24692723,1938,9606777,9608678,00010,2021-05
0022,OECD,00010,COCOA BEANS,60357,60357,0,6359,6359,00010,2021-05
0023,NATO,00010,COCOA BEANS,23942,23942,0,2138,2138,00010,2021-05
0024,LAFTA,00010,COCOA BEANS,17010465,17010465,1938,6784553,6786454,00010,2021-05
0025,EURO AREA,00010,COCOA BEANS,23942,23942,0,2138,2138,00010,2021-05
0026,APEC,00010,COCOA BEANS,2432460,2432460,0,897333,899234,00010,2021-05
0027,ASEAN,00010,COCOA BEANS,28000,28000,0,8000,8000,00010,2021-05
0028,CACM,00010,COCOA BEANS,13500,13500,0,8123,8123,00010,2021-05
2010,MEXICO,00010,COCOA BEANS,12466,12466,0,0,0,00010,2021-05
2050,GUATEMALA,00010,COCOA BEANS,0,0,0,0,0,00010,2021-05
2080,BELIZE,00010,COCOA BEANS,0,0,0,0,0,00010,2021-05
2110,EL SALVADOR,00010,COCOA BEANS,0,0,0,0,0,00010,2021-05
2150,HONDURAS,00010,COCOA BEANS,0,0,0,0,0,00010,2021-05
2190,NICARAGUA,00010,COCOA BEANS,13500,13500,0,8123,8123,00010,2021-05
2230,COSTA RICA,00010,COCOA BEANS,0,0,0,0,0,00010,2021-05
2450,HAITI,00010,COCOA BEANS,470631,470631,0,224148,224148,00010,2021-05
2470,DOMINICAN REPUBLIC,00010,COCOA BEANS,7198127,7198127,0,2589953,2589953,00010,2021-05
7830,TANZANIA,00010,COCOA BEANS,147149,147149,0,39068,39068,00010,2021-05
7880,MADAGASCAR,00010,COCOA BEANS,0,0,0,0,0,00010,2021-05
2XXX,CENTRAL AMERICA,00010,COCOA BEANS,7682258,7682258,0,2822224,2822224,00010,2021-05
3XXX,SOUTH AMERICA,00010,COCOA BEANS,16997999,16997999,1938,6784553,6786454,00010,2021-05
5330,INDIA,00010,COCOA BEANS,0,0,0,0,0,00010,2021-06
5520,VIETNAM,00010,COCOA BEANS,0,0,0,0,0,00010,2021-06
5600,INDONESIA,00010,COCOA BEANS,0,0,0,0,0,00010,2021-06
5650,PHILIPPINES,00010,COCOA BEANS,0,0,0,0,0,00010,2021-06
6040,PAPUA NEW GUINEA,00010,COCOA BEANS,1804035,1804035,0,716280,716280,00010,2021-06
2489,GRENADA,00010,COCOA BEANS,0,0,0,0,0,00010,2021-06
2740,TRINIDAD AND TOBAGO,00010,COCOA BEANS,66250,66250,0,12500,12500,00010,2021-06
3010,COLOMBIA,00010,COCOA BEANS,152520,152520,0,52982,52982,00010,2021-06
3070,VENEZUELA,00010,COCOA BEANS,1354797,1354797,0,562017,562017,00010,2021-06
3310,ECUADOR,00010,COCOA BEANS,16498555,16498555,2118,6704090,6704090,00010,2021-06
3330,PERU,00010,COCOA BEANS,1651933,1651933,329,588308,588308,00010,2021-06
3510,BRAZIL,00010,COCOA BEANS,0,0,0,0,0,00010,2021-06
4210,NETHERLANDS,00010,COCOA BEANS,0,0,0,0,0,00010,2021-06
4279,FRANCE,00010,COCOA BEANS,6291,6291,0,616,616,00010,2021-06
6863,FIJI,00010,COCOA BEANS,0,0,0,0,0,00010,2021-06
7420,CAMEROON,00010,COCOA BEANS,0,0,0,0,0,00010,2021-06
7480,COTE D'IVOIRE,00010,COCOA BEANS,57767625,57767625,0,7311020,33695834,00010,2021-06
7490,GHANA,00010,COCOA BEANS,11028175,11028175,0,6817716,6817716,00010,2021-06
7530,NIGERIA,00010,COCOA BEANS,1293911,1293911,0,483019,483019,00010,2021-06
7630,CONGO,00010,COCOA BEANS,144667,144667,0,50530,50530,00010,2021-06
7660,DEMOCRATIC REPUBLIC OF THE CONGO,00010,COCOA BEANS,2946193,2946193,0,1115247,1115247,00010,2021-06
7780,UGANDA,00010,COCOA BEANS,0,0,0,0,0,00010,2021-06
4419,SWITZERLAND,00010,COCOA BEANS,36849,36849,0,3122,3122,00010,2021-06
4759,ITALY,00010,COCOA BEANS,2257,2257,45,0,0,00010,2021-06
4890,TURKEY,00010,COCOA BEANS,0,0,0,0,0,00010,2021-06
-,TOTAL FOR ALL COUNTRIES,00010,COCOA BEANS,101095088,101095088,2492,26711251,53096065,00010,2021-06
0003,EUROPEAN UNION,00010,COCOA BEANS,8548,8548,45,616,616,00010,2021-06
1XXX,NORTH AMERICA,00010,COCOA BEANS,20990,20990,0,0,0,00010,2021-06
4XXX,EUROPE,00010,COCOA BEANS,45397,45397,45,3738,3738,00010,2021-06
7XXX,AFRICA,00010,COCOA BEANS,73526501,73526501,0,15901584,42286398,00010,2021-06
0014,PACIFIC RIM COUNTRIES,00010,COCOA BEANS,1804035,1804035,0,716280,716280,00010,2021-06
5XXX,ASIA,00010,COCOA BEANS,0,0,0,0,0,00010,2021-06
0017,CAFTA-DR,00010,COCOA BEANS,5895322,5895322,0,2154504,2154504,00010,2021-06
6XXX,AUSTRALIA AND OCEANIA,00010,COCOA BEANS,1804035,1804035,0,716280,716280,00010,2021-06
0020,USMCA (NAFTA),00010,COCOA BEANS,20990,20990,0,0,0,00010,2021-06
0021,TWENTY LATIN AMERICAN REPUBLICS,00010,COCOA BEANS,25574117,25574117,2447,10061901,10061901,00010,2021-06
0022,OECD,00010,COCOA BEANS,66387,66387,45,3738,3738,00010,2021-06
0023,NATO,00010,COCOA BEANS,8548,8548,45,616,616,00010,2021-06
0024,LAFTA,00010,COCOA BEANS,19678795,19678795,2447,7907397,7907397,00010,2021-06
0025,EURO AREA,00010,COCOA BEANS,8548,8548,45,616,616,00010,2021-06
0026,APEC,00010,COCOA BEANS,3476958,3476958,329,1304588,1304588,00010,2021-06
0027,ASEAN,00010,COCOA BEANS,0,0,0,0,0,00010,2021-06
0028,CACM,00010,COCOA BEANS,18240,18240,0,4121,4121,00010,2021-06
2010,MEXICO,00010,COCOA BEANS,20990,20990,0,0,0,00010,2021-06
2050,GUATEMALA,00010,COCOA BEANS,0,0,0,0,0,00010,2021-06
2080,BELIZE,00010,COCOA BEANS,78788,78788,0,15248,15248,00010,2021-06
2110,EL SALVADOR,00010,COCOA BEANS,3240,3240,0,924,924,00010,2021-06
2150,HONDURAS,00010,COCOA BEANS,0,0,0,0,0,00010,2021-06
2190,NICARAGUA,00010,COCOA BEANS,0,0,0,0,0,00010,2021-06
2230,COSTA RICA,00010,COCOA BEANS,15000,15000,0,3197,3197,00010,2021-06
2450,HAITI,00010,COCOA BEANS,0,0,0,0,0,00010,2021-06
2470,DOMINICAN REPUBLIC,00010,COCOA BEANS,5877082,5877082,0,2150383,2150383,00010,2021-06
7830,TANZANIA,00010,COCOA BEANS,345930,345930,0,124052,124052,00010,2021-06
7880,MADAGASCAR,00010,COCOA BEANS,0,0,0,0,0,00010,2021-06
2XXX,CENTRAL AMERICA,00010,COCOA BEANS,6040360,6040360,0,2182252,2182252,00010,2021-06
3XXX,SOUTH AMERICA,00010,COCOA BEANS,19657805,19657805,2447,7907397,7907397,00010,2021-06
5330,INDIA,00010,COCOA BEANS,31948,31948,0,4278,4278,00010,2021-07
5520,VIETNAM,00010,COCOA BEANS,35100,35100,0,6240,6240,00010,2021-07
5600,INDONESIA,00010,COCOA BEANS,5225,5225,0,1125,1125,00010,2021-07
5650,PHILIPPINES,00010,COCOA BEANS,0,0,0,0,0,00010,2021-07
6040,PAPUA NEW GUINEA,00010,COCOA BEANS,2444640,2444640,0,867390,867390,00010,2021-07
2489,GRENADA,00010,COCOA BEANS,0,0,0,0,0,00010,2021-07
2740,TRINIDAD AND TOBAGO,00010,COCOA BEANS,0,0,0,0,0,00010,2021-07
3010,COLOMBIA,00010,COCOA BEANS,0,0,0,0,0,00010,2021-07
3070,VENEZUELA,00010,COCOA BEANS,0,0,0,0,0,00010,2021-07
3310,ECUADOR,00010,COCOA BEANS,8086715,8086715,1186,3388600,3388600,00010,2021-07
3330,PERU,00010,COCOA BEANS,952490,952490,0,280931,280931,00010,2021-07
3510,BRAZIL,00010,COCOA BEANS,0,0,0,0,0,00010,2021-07
4210,NETHERLANDS,00010,COCOA BEANS,47288,47288,0,12611,12611,00010,2021-07
4279,FRANCE,00010,COCOA BEANS,36002,36002,0,3516,3516,00010,2021-07
6863,FIJI,00010,COCOA BEANS,0,0,0,0,0,00010,2021-07
7420,CAMEROON,00010,COCOA BEANS,22329,22329,0,8991,8991,00010,2021-07
7480,COTE D'IVOIRE,00010,COCOA BEANS,14516856,14516856,0,5859238,5859238,00010,2021-07
7490,GHANA,00010,COCOA BEANS,3883955,3883955,0,1980700,1980700,00010,2021-07
7530,NIGERIA,00010,COCOA BEANS,3785302,3785302,0,1502706,1502706,00010,2021-07
7630,CONGO,00010,COCOA BEANS,0,0,0,0,0,00010,2021-07
7660,DEMOCRATIC REPUBLIC OF THE CONGO,00010,COCOA BEANS,792803,792803,0,304499,304499,00010,2021-07
7780,UGANDA,00010,COCOA BEANS,56250,56250,0,12700,12700,00010,2021-07
4419,SWITZERLAND,00010,COCOA BEANS,34597,34597,0,2709,2709,00010,2021-07
4759,ITALY,00010,COCOA BEANS,0,0,0,0,0,00010,2021-07
4890,TURKEY,00010,COCOA BEANS,0,0,0,0,0,00010,2021-07
-,TOTAL FOR ALL COUNTRIES,00010,COCOA BEANS,40566316,40566316,2104,16452483,16453480,00010,2021-07
0003,EUROPEAN UNION,00010,COCOA BEANS,83290,83290,0,16127,16127,00010,2021-07
1XXX,NORTH AMERICA,00010,COCOA BEANS,35251,35251,0,0,0,00010,2021-07
4XXX,EUROPE,00010,COCOA BEANS,117887,117887,0,18836,18836,00010,2021-07
7XXX,AFRICA,00010,COCOA BEANS,23057495,23057495,0,9668834,9668834,00010,2021-07
0014,PACIFIC RIM COUNTRIES,00010,COCOA BEANS,2449865,2449865,0,868515,868515,00010,2021-07
5XXX,ASIA,00010,COCOA BEANS,72273,72273,0,11643,11643,00010,2021-07
0017,CAFTA-DR,00010,COCOA BEANS,5546615,5546615,918,2167004,2167004,00010,2021-07
6XXX,AUSTRALIA AND OCEANIA,00010,COCOA BEANS,2444640,2444640,0,867390,867390,00010,2021-07
0020,USMCA (NAFTA),00010,COCOA BEANS,35251,35251,0,0,0,00010,2021-07
0021,TWENTY LATIN AMERICAN REPUBLICS,00010,COCOA BEANS,14625271,14625271,2104,5836535,5837532,00010,2021-07
0022,OECD,00010,COCOA BEANS,153138,153138,0,18836,18836,00010,2021-07
0023,NATO,00010,COCOA BEANS,83290,83290,0,16127,16127,00010,2021-07
0024,LAFTA,00010,COCOA BEANS,9074456,9074456,1186,3669531,3669531,00010,2021-07
0025,EURO AREA,00010,COCOA BEANS,83290,83290,0,16127,16127,00010,2021-07
0026,APEC,00010,COCOA BEANS,3472706,3472706,0,1155686,1155686,00010,2021-07
0027,ASEAN,00010,COCOA BEANS,40325,40325,0,7365,7365,00010,2021-07
0028,CACM,00010,COCOA BEANS,16878,16878,918,3448,3448,00010,2021-07
2010,MEXICO,00010,COCOA BEANS,35251,35251,0,0,0,00010,2021-07
2050,GUATEMALA,00010,COCOA BEANS,9315,9315,918,1612,1612,00010,2021-07
2080,BELIZE,00010,COCOA BEANS,248750,248750,0,49245,49245,00010,2021-07
2110,EL SALVADOR,00010,COCOA BEANS,0,0,0,0,0,00010,2021-07
2150,HONDURAS,00010,COCOA BEANS,7563,7563,0,1836,1836,00010,2021-07
2190,NICARAGUA,00010,COCOA BEANS,0,0,0,0,0,00010,2021-07
2230,COSTA RICA,00010,COCOA BEANS,0,0,0,0,0,00010,2021-07
2450,HAITI,00010,COCOA BEANS,4200,4200,0,0,997,00010,2021-07
2470,DOMINICAN REPUBLIC,00010,COCOA BEANS,5529737,5529737,0,2163556,2163556,00010,2021-07
7830,TANZANIA,00010,COCOA BEANS,0,0,0,0,0,00010,2021-07
7880,MADAGASCAR,00010,COCOA BEANS,0,0,0,0,0,00010,2021-07
2XXX,CENTRAL AMERICA,00010,COCOA BEANS,5799565,5799565,918,2216249,2217246,00010,2021-07
